# Python MESMA for LE07_LE07_20000918_20000925 run on 20200126 
#  MESMA frac range = 0.2-1 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4363800 39.4208395 429420 -123.8199632 0.30314
4363770 39.4205618 429330 -123.8210055 0.30314
4363770 39.4205643 429360 -123.8206570 0.29723
4363770 39.4205667 429390 -123.8203085 0.36505
4363770 39.4205692 429420 -123.8199600 0.29133
4363770 39.4205716 429450 -123.8196115 0.30130
4363770 39.4205741 429480 -123.8192630 0.29734
4363740 39.4202940 429360 -123.8206538 0.30133
4363740 39.4202964 429390 -123.8203053 0.30036
4363710 39.4200261 429390 -123.8203021 0.26148
4363710 39.4200311 429450 -123.8196052 0.25444
4363680 39.4197608 429450 -123.8196020 0.34836
4363680 39.4197632 429480 -123.8192535 0.34677
4363650 39.4194929 429480 -123.8192504 0.39603
4363650 39.4194954 429510 -123.8189019 0.55751
4363650 39.4194978 429540 -123.8185534 0.34501
4363620 39.4192226 429480 -123.8192472 0.34199
4363620 39.4192251 429510 -123.8188987 0.62104
4363620 39.4192275 429540 -123.8185502 0.43883
4363230 39.4157235 429660 -123.8171153 0.33619
4363200 39.4154508 429630 -123.8174606 0.29428
4362720 39.4110868 429150 -123.8229852 0.25705
4362690 39.4108091 429060 -123.8240273 0.25287
4362690 39.4108165 429150 -123.8229820 0.24678
4362660 39.4105338 429000 -123.8247210 0.25071
4362660 39.4105363 429030 -123.8243726 0.29794
4362660 39.4105388 429060 -123.8240241 0.31095
4362660 39.4105412 429090 -123.8236757 0.30414
4362660 39.4105462 429150 -123.8229788 0.29869
4362630 39.4102660 429030 -123.8243694 0.25301
4362630 39.4102685 429060 -123.8240209 0.25313
4362630 39.4102734 429120 -123.8233241 0.26369
4362630 39.4102759 429150 -123.8229756 0.30395
4362630 39.4102783 429180 -123.8226272 0.57399
4362600 39.4099957 429030 -123.8243662 0.25998
4362510 39.4091898 429090 -123.8236598 0.31438
4362510 39.4091922 429120 -123.8233113 0.39678
4362300 39.4072878 428970 -123.8250312 0.26648
4362300 39.4072903 429000 -123.8246828 0.26077
4362270 39.4070176 428970 -123.8250280 0.31839
4362270 39.4070200 429000 -123.8246796 0.31873
4362240 39.4067497 429000 -123.8246764 0.36846
4362210 39.4064794 429000 -123.8246732 0.25957
4362210 39.4064819 429030 -123.8243248 0.30672
4361760 39.4024324 429090 -123.8235803 0.36350
4361730 39.4021621 429090 -123.8235771 0.40941
4361700 39.4018943 429120 -123.8232255 0.58273
4361700 39.4018968 429150 -123.8228771 0.45442
4361670 39.4016265 429150 -123.8228740 0.51871
4361610 39.4010661 428910 -123.8256547 0.30832
4361580 39.4007959 428910 -123.8256516 0.54362
4361580 39.4007983 428940 -123.8253032 0.26036
4361580 39.4008205 429210 -123.8221676 0.45221
4361430 39.3994617 429120 -123.8231969 0.40462
4361310 39.3983681 428970 -123.8249261 0.29856
4361280 39.3980954 428940 -123.8252713 0.30276
4361280 39.3980979 428970 -123.8249229 0.40040
4361280 39.3981003 429000 -123.8245746 0.26662
4361250 39.3978399 429120 -123.8231779 0.36560
4361250 39.3978424 429150 -123.8228295 0.46495
4361220 39.3975671 429090 -123.8235231 0.31046
4361220 39.3975721 429150 -123.8228263 0.31243
4359390 39.3810644 428910 -123.8254190 0.30289
4359390 39.3810668 428940 -123.8250707 0.31307
4359360 39.3807941 428910 -123.8254158 0.40538
4359360 39.3807965 428940 -123.8250676 0.49079
4359360 39.3807990 428970 -123.8247193 0.31798
4358730 39.3751105 428820 -123.8263938 0.37237
4358730 39.3751129 428850 -123.8260455 0.36539
4358700 39.3748377 428790 -123.8267389 0.30017
4358700 39.3748402 428820 -123.8263906 0.43636
4358700 39.3748426 428850 -123.8260423 0.42698
4358700 39.3748451 428880 -123.8256941 0.26030
4358670 39.3745699 428820 -123.8263874 0.26668
4358670 39.3745723 428850 -123.8260392 0.31740
4358670 39.3745773 428910 -123.8253426 0.35657
4358640 39.3743070 428910 -123.8253395 0.49348
4358520 39.3732258 428910 -123.8253267 0.50639
4357800 39.3667264 428760 -123.8269915 0.63339
4357740 39.3661957 428880 -123.8255922 0.53373
4357500 39.3640629 429240 -123.8213882 0.35304
4357410 39.3632618 429360 -123.8199859 0.44958
4357320 39.3624583 429450 -123.8189318 0.57325
4357290 39.3621609 429120 -123.8227589 0.53385
4357260 39.3618907 429120 -123.8227557 0.49744
4357260 39.3618931 429150 -123.8224075 0.36053
4357200 39.3613550 429180 -123.8220530 0.45703
4357200 39.3613574 429210 -123.8217048 0.36034
4357170 39.3610945 429300 -123.8206570 0.36157
4357140 39.3608267 429330 -123.8203057 0.36003
4357110 39.3605564 429330 -123.8203025 0.49531
4354980 39.3413580 429240 -123.8211224 0.41226
4354920 39.3408198 429270 -123.8207680 0.36216
4354440 39.3365049 429390 -123.8193251 0.37812
4354440 39.3365073 429420 -123.8189771 0.51255
4354410 39.3362346 429390 -123.8193220 0.35955
4354410 39.3362370 429420 -123.8189739 0.51544
4354410 39.3362395 429450 -123.8186258 0.46795
4353510 39.3281720 429960 -123.8126147 0.44636
4353270 39.3260242 430140 -123.8105016 0.87873
4353270 39.3260266 430170 -123.8101536 0.75490
4353270 39.3260290 430200 -123.8098056 0.55811
4353240 39.3257514 430110 -123.8108465 0.62573
4353240 39.3257539 430140 -123.8104985 0.86174
4353240 39.3257563 430170 -123.8101505 0.54008
4352190 39.3163200 430470 -123.8065616 0.33132
4352160 39.3160497 430470 -123.8065585 0.43099
4352160 39.3160521 430500 -123.8062105 0.36639
4352130 39.3157722 430380 -123.8075993 0.30931
4352130 39.3157770 430440 -123.8069034 0.43649
4352130 39.3157794 430470 -123.8065554 0.43099
4352130 39.3157818 430500 -123.8062074 0.26304
